*** Teuchos::StackedTimer::report() - Remainder for a level will be ***
*** incorrect if a timer in the level does not exist on every rank  ***
*** of the MPI Communicator.                                        ***
Albany Velocity Solver: 520.575 [1] {min=519.977, max=521.5, std dev=0.526868}
|   Albany: Compute 2D Grid: 0.0297586 - 0.00571648% [2] {min=0.0232842, max=0.0324144, std dev=0.00359867}
|   Albany: Extrude 3D Grid: 21.0777 - 4.04894% [2] {min=21.065, max=21.0948, std dev=0.0103279}
|   Albany: SolveFO: 486.389 - 93.4331% [2] {min=486.356, max=486.423, std dev=0.0160033}
|   |   Piro::NOXSolver::evalModelImpl::solve: 473.398 - 97.3291% [2] {min=473.353, max=473.408, std dev=0.0174903}
|   |   |   Thyra::NOXNonlinearSolver::solve: 473.345 - 99.9889% [2] {min=473.333, max=473.352, std dev=0.00549234}
|   |   |   |   Thyra::DefaultModelEvaluatorWithSolveFactory<double>::evalModel(...): 341.204 - 72.0835% [63] {min=212.631, max=367.629, std dev=33.8221}
|   |   |   |   |   Albany: Total Fill Time: 341.178 - 99.9924% [63] {min=212.616, max=367.613, std dev=33.8204}
|   |   |   |   |   |   Albany Fill: Residual: 143.744 - 42.1316% [37] {min=15.1783, max=170.179, std dev=33.8208}
|   |   |   |   |   |   |   Phalanx::SortAndOrderEvaluators: 2.48287e-05 - 1.72729e-05% [4] {min=2.164e-05, max=6.9151e-05, std dev=2.8563e-06}
|   |   |   |   |   |   |   Albany Residual Fill: Evaluate: 85.8205 - 59.7038% [37] {min=0.58757, max=168.729, std dev=57.5242}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 2: [<Residual>] Gather Coordinate Vector<Residual>: 0.0505323 - 0.0588813% [9] {min=0.00028645, max=0.102411, std dev=0.0301222}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 16: [<Residual>] ComputeBasisFunctions<Residual>: 16.2626 - 18.9495% [9] {min=0.108531, max=32.069, std dev=10.9174}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 6: [<Residual>] LoadStateField(surface_height)<Residual>: 0.0351697 - 0.0409805% [9] {min=0.000461871, max=0.0814308, std dev=0.0215214}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 58: [<Residual>] DOFGradInterpolationBase<Residual>: 0.487319 - 0.567835% [9] {min=0.00046423, max=0.98961, std dev=0.329957}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 28: [<Residual>] StokesFOBodyForce<Residual>: 0.0228956 - 0.0266785% [9] {min=0.00151866, max=0.0736312, std dev=0.0132995}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 51: [<Residual>] P0Interpolation[body_force] <Residual>: 0.0728161 - 0.084847% [9] {min=0.00123856, max=0.149268, std dev=0.047165}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 13: [<Residual>] Save Field body_force to State body_forceResidual: 0.00255691 - 0.00297937% [9] {min=0.000307692, max=0.0102203, std dev=0.00150553}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 37: [<Residual>] Shared Parameter Power Exponent<Residual>: 9.76018e-05 - 0.000113728% [9] {min=8.5462e-05, max=0.000149531, std dev=9.42535e-06}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 8: [<Residual>] LoadStateField(mu)<Residual>: 0.0324432 - 0.0378035% [9] {min=0.00013283, max=0.0677406, std dev=0.0217943}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 73: [<Residual>] DOFCellToSide(mu -> mu_basalside)[Node Scalar]<Residual>: 0.00150027 - 0.00174815% [9] {min=0.000289301, max=0.0250102, std dev=0.00361875}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 12: [<Residual>] LoadStateField(effective_pressure)<Residual>: 0.0324234 - 0.0377805% [9] {min=0.00012428, max=0.0678114, std dev=0.0217885}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 67: [<Residual>] DOFCellToSide(effective_pressure -> effective_pressure_basalside)[Node Scalar]<Residual>: 0.000825241 - 0.00096159% [9] {min=0.00016676, max=0.00148215, std dev=0.000417787}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 5: [<Residual>] LoadStateField(ice_thickness)<Residual>: 0.0323978 - 0.0377506% [9] {min=0.000117131, max=0.0644925, std dev=0.0217857}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 71: [<Residual>] DOFCellToSide(ice_thickness -> ice_thickness_basalside)[Node Scalar]<Residual>: 0.000811899 - 0.000946043% [9] {min=0.00015575, max=0.00143842, std dev=0.000411443}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 7: [<Residual>] LoadStateField(bed_topography)<Residual>: 0.0323832 - 0.0377337% [9] {min=0.00011176, max=0.064257, std dev=0.0217634}
|   |   |   |   |   |   |   |   Phalanx: Evaluator 64: [<Residual>] DOFCellToSide(bed_topography -> bed_topography_basalside)[Node Scalar]<Residual>: 0.000808851 - 0.000942491% [9] {min=0.00015768, max=0.00147021, std dev=0.000408116}
